,solar_ghi,solar_pu,load_kw,load_pu
2023-01-01 00:00:00,0.0,0.0,147.98028491806738,0.5919211396722696
2023-01-01 01:00:00,0.0,0.0,141.17041419297288,0.5646816567718915
2023-01-01 02:00:00,0.0,0.0,141.38613122860414,0.5655445249144165
2023-01-01 03:00:00,84.1,0.0841,146.63817913844815,0.5865527165537926
2023-01-01 04:00:00,261.66,0.26166,140.59507975166,0.56238031900664
2023-01-01 05:00:00,438.01,0.43801,151.0951782583049,0.6043807130332196
2023-01-01 06:00:00,572.61,0.5726100000000001,191.97527689304434,0.7679011075721773
2023-01-01 07:00:00,648.56,0.6485599999999999,217.10460837491746,0.8684184334996699
2023-01-01 08:00:00,657.41,0.6574099999999999,217.1831536843903,0.8687326147375612
2023-01-01 09:00:00,597.81,0.59781,208.2553602615158,0.8330214410460631
2023-01-01 10:00:00,476.51,0.47651,194.71949384312524,0.7788779753725009
2023-01-01 11:00:00,308.11,0.30811,187.20562147857845,0.7488224859143138
2023-01-01 12:00:00,124.35,0.1243499999999999,191.4517736293962,0.7658070945175848
2023-01-01 13:00:00,0.0,0.0,181.5203185320532,0.7260812741282129
2023-01-01 14:00:00,0.0,0.0,187.15049300492183,0.7486019720196873
2023-01-01 15:00:00,0.0,0.0,201.62627482455417,0.8065050992982167
2023-01-01 16:00:00,0.0,0.0,213.92301327799345,0.8556920531119738
2023-01-01 17:00:00,0.0,0.0,244.38548399557163,0.9775419359822866
2023-01-01 18:00:00,0.0,0.0,244.55185554687273,0.9782074221874909
2023-01-01 19:00:00,0.0,0.0,238.52617779198826,0.954104711167953
2023-01-01 20:00:00,0.0,0.0,243.79389261352932,0.9751755704541173
2023-01-01 21:00:00,0.0,0.0,211.1453421970808,0.8445813687883231
2023-01-01 22:00:00,0.0,0.0,182.90516922812756,0.7316206769125102
2023-01-01 23:00:00,0.0,0.0,151.45151088271928,0.6058060435308771
2023-01-02 00:00:00,0.0,0.0,141.7337036528489,0.5669348146113956
2023-01-02 01:00:00,0.0,0.0,142.6655355382592,0.5706621421530368
2023-01-02 02:00:00,0.0,0.0,130.59403853546618,0.5223761541418648
2023-01-02 03:00:00,82.15,0.08215,139.75418811007404,0.5590167524402961
2023-01-02 04:00:00,257.56,0.25756,138.39616786048717,0.5535846714419487
2023-01-02 05:00:00,432.86,0.43286,150.74983750124034,0.6029993500049613
2023-01-02 06:00:00,567.91,0.5679099999999999,178.88976032662362,0.7155590413064945
2023-01-02 07:00:00,646.46,0.64646,223.61366910705362,0.8944546764282145
2023-01-02 08:00:00,656.56,0.6565599999999999,219.9190166515724,0.8796760666062896
2023-01-02 09:00:00,598.51,0.59851,198.65373442626458,0.7946149377050583
2023-01-02 10:00:00,478.21,0.4782099999999999,202.43526947261915,0.8097410778904767
2023-01-02 11:00:00,309.51,0.30951,182.67493810017385,0.7306997524006954
2023-01-02 12:00:00,125.6,0.1256,191.25318157002852,0.7650127262801141
2023-01-02 13:00:00,0.0,0.0,181.24197925672135,0.7249679170268855
2023-01-02 14:00:00,0.0,0.0,189.53088370660942,0.7581235348264377
2023-01-02 15:00:00,0.0,0.0,206.18116741521473,0.8247246696608589
2023-01-02 16:00:00,0.0,0.0,224.43079947997248,0.8977231979198899
2023-01-02 17:00:00,0.0,0.0,243.52820968713982,0.9741128387485593
2023-01-02 18:00:00,0.0,0.0,249.30611030567056,0.9972244412226823
2023-01-02 19:00:00,0.0,0.0,245.19337782646426,0.980773511305857
2023-01-02 20:00:00,0.0,0.0,226.12886805779544,0.9045154722311818
2023-01-02 21:00:00,0.0,0.0,208.18093474963175,0.832723738998527
2023-01-02 22:00:00,0.0,0.0,179.7361673742413,0.7189446694969651
2023-01-02 23:00:00,0.0,0.0,166.34273335731348,0.6653709334292539
2023-01-03 00:00:00,0.0,0.0,147.06170973741078,0.5882468389496431
2023-01-03 01:00:00,0.0,0.0,131.4217590678236,0.5256870362712943
2023-01-03 02:00:00,0.0,0.0,139.44450381636878,0.5577780152654751
2023-01-03 03:00:00,77.0,0.077,135.1895063175021,0.5407580252700084
2023-01-03 04:00:00,245.16,0.24516,137.93846799816424,0.551753871992657
2023-01-03 05:00:00,419.41,0.41941,156.1700577330452,0.6246802309321808
2023-01-03 06:00:00,553.21,0.5532100000000001,188.6859971349757,0.7547439885399029
2023-01-03 07:00:00,629.96,0.6299600000000001,218.08768071469717,0.8723507228587887
2023-01-03 08:00:00,610.41,0.61041,214.96469486066417,0.8598587794426567
2023-01-03 09:00:00,540.46,0.54046,203.1447257448927,0.8125789029795708
2023-01-03 10:00:00,402.01,0.40201,199.4875805884214,0.7979503223536856
2023-01-03 11:00:00,276.26,0.27626,195.85327076273416,0.7834130830509366
2023-01-03 12:00:00,105.7,0.1057,187.12495457292826,0.7484998182917131
2023-01-03 13:00:00,0.0,0.0,191.8860461400171,0.7675441845600685
2023-01-03 14:00:00,0.0,0.0,190.86199015596384,0.7634479606238553
2023-01-03 15:00:00,0.0,0.0,197.82276025551596,0.7912910410220638
2023-01-03 16:00:00,0.0,0.0,224.87515493436518,0.8995006197374608
2023-01-03 17:00:00,0.0,0.0,250.6374401714249,1.0025497606856997
2023-01-03 18:00:00,0.0,0.0,249.567939270518,0.9982717570820719
2023-01-03 19:00:00,0.0,0.0,253.02119738735215,1.0120847895494085
2023-01-03 20:00:00,0.0,0.0,237.1698161502858,0.9486792646011433
2023-01-03 21:00:00,0.0,0.0,208.62928147236926,0.834517125889477
2023-01-03 22:00:00,0.0,0.0,184.6683736330505,0.738673494532202
2023-01-03 23:00:00,0.0,0.0,169.22821939879583,0.6769128775951834
2023-01-04 00:00:00,0.0,0.0,144.78504376534028,0.5791401750613611
2023-01-04 01:00:00,0.0,0.0,151.38786193488403,0.6055514477395361
2023-01-04 02:00:00,0.0,0.0,122.5,0.49
2023-01-04 03:00:00,54.0,0.054,142.43141502625133,0.5697256601050054
2023-01-04 04:00:00,151.05,0.15105,142.52228240942904,0.5700891296377162
2023-01-04 05:00:00,389.81,0.38981,150.7059558972048,0.6028238235888193
2023-01-04 06:00:00,521.86,0.52186,183.05056465921302,0.7322022586368521
2023-01-04 07:00:00,573.41,0.57341,200.57458651239466,0.8022983460495786
2023-01-04 08:00:00,518.71,0.51871,218.68196867297496,0.8747278746918998
2023-01-04 09:00:00,250.4,0.2504,207.1426754290705,0.828570701716282
2023-01-04 10:00:00,256.05,0.25605,206.36736426844908,0.8254694570737964
2023-01-04 11:00:00,129.0,0.129,186.8903786903581,0.7475615147614324
2023-01-04 12:00:00,54.35,0.05435,185.14903838264087,0.7405961535305635
2023-01-04 13:00:00,0.0,0.0,189.98945773849277,0.7599578309539711
2023-01-04 14:00:00,0.0,0.0,202.99241270621246,0.8119696508248498
2023-01-04 15:00:00,0.0,0.0,206.9725066579581,0.8278900266318324
2023-01-04 16:00:00,0.0,0.0,216.82143877739776,0.867285755109591
2023-01-04 17:00:00,0.0,0.0,245.57960459868013,0.9823184183947206
2023-01-04 18:00:00,0.0,0.0,250.58246529608823,1.002329861184353
2023-01-04 19:00:00,0.0,0.0,252.81186994319734,1.0112474797727893
2023-01-04 20:00:00,0.0,0.0,230.78768143673588,0.9231507257469436
2023-01-04 21:00:00,0.0,0.0,210.53402712041338,0.8421361084816535
2023-01-04 22:00:00,0.0,0.0,180.14735108120706,0.7205894043248282
2023-01-04 23:00:00,0.0,0.0,151.21891031120728,0.6048756412448292
2023-01-05 00:00:00,0.0,0.0,146.77672166238744,0.5871068866495498
2023-01-05 01:00:00,0.0,0.0,143.56633163307933,0.5742653265323173
2023-01-05 02:00:00,0.0,0.0,137.53068073985477,0.5501227229594191
2023-01-05 03:00:00,66.7,0.0667,136.0924771997491,0.5443699087989965
2023-01-05 04:00:00,216.81,0.21681,133.50777554769752,0.5340311021907901
2023-01-05 05:00:00,363.76,0.36376,149.97612806340783,0.5999045122536313
2023-01-05 06:00:00,523.01,0.52301,180.4437129008394,0.7217748516033575
2023-01-05 07:00:00,612.76,0.61276,207.68633638467028,0.8307453455386812
2023-01-05 08:00:00,465.96,0.46596,219.03228573000393,0.8761291429200158
2023-01-05 09:00:00,165.2,0.1651999999999999,207.4243051408872,0.8296972205635489
2023-01-05 10:00:00,145.4,0.1454,208.8171154072632,0.8352684616290528
2023-01-05 11:00:00,18.75,0.01875,191.04746687699102,0.7641898675079641
2023-01-05 12:00:00,14.0,0.014,191.54530234433656,0.7661812093773462
2023-01-05 13:00:00,0.0,0.0,192.553324505403,0.770213298021612
2023-01-05 14:00:00,0.0,0.0,185.98737270820575,0.743949490832823
2023-01-05 15:00:00,0.0,0.0,204.8409167473047,0.8193636669892188
2023-01-05 16:00:00,0.0,0.0,220.36138125964618,0.8814455250385848
2023-01-05 17:00:00,0.0,0.0,257.2794526749117,1.0291178106996468
2023-01-05 18:00:00,0.0,0.0,248.84583421131327,0.9953833368452532
2023-01-05 19:00:00,0.0,0.0,248.80928405400167,0.9952371362160066
2023-01-05 20:00:00,0.0,0.0,234.79172938176856,0.9391669175270743
2023-01-05 21:00:00,0.0,0.0,205.4879317742828,0.8219517270971312
2023-01-05 22:00:00,0.0,0.0,189.35693688709011,0.7574277475483605
2023-01-05 23:00:00,0.0,0.0,164.51159819612064,0.6580463927844826
2023-01-06 00:00:00,0.0,0.0,149.74619168225829,0.5989847667290331
2023-01-06 01:00:00,0.0,0.0,136.54367527123156,0.5461747010849263
2023-01-06 02:00:00,0.0,0.0,145.91676586561658,0.5836670634624663
2023-01-06 03:00:00,68.35,0.06835,129.08889362324632,0.5163555744929853
2023-01-06 04:00:00,232.06,0.23206,145.52114256280163,0.5820845702512065
2023-01-06 05:00:00,403.06,0.40306,165.64273375485988,0.6625709350194395
2023-01-06 06:00:00,547.41,0.54741,176.55678204921588,0.7062271281968635
